team_name,common_name,season,country,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,xg_for_avg_overall,xg_for_avg_home,xg_for_avg_away,xg_against_avg_overall,xg_against_avg_home,xg_against_avg_away,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90,draw_percentage_overall,draw_percentage_home,draw_percentage_away,loss_percentage_ovearll,loss_percentage_home,loss_percentage_away,over145_corners_percentage
Qatar National Team,Qatar,2026,Qatar,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,178,0,1,-1,1,0,1,0,0,0,1,0,-1,0,0,0,90,0,90,0,0,0,0,0,0,1,0,1,0,0,0,3,0,3,2,0,2,48,0,48,8,0,8,1,0,1,7,0,7,16,0,16,0,0,0,1,0,1,-1,0,-1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,100,100,100,100,0,0,0,0,0,0,0,100,100,100,100,100,1,0,0,0,0,0,1,0,0,100,0,0,0,0,0,100,0,0,0,0,0,50,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,1,0,1,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,3.00,0.00,3.00,2,0,2.00,100,100,100,100,0,0,0,0,0.00,0.00,0.79,0.30,0.00,1.30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0
South Korea National Team,South Korea,2026,South Korea,4,3,1,0,2,2,0,0,0,0,2,1,1,1.5,2,0,0,0,0,19,6,5,1,11,10,1,6,0,4,1,2,-1,60,45,0,72,68,90,2,2,0,0,0,0,2,1,1,2,2,0,28,22,6,5,5,0,60,65,45,56,45,11,22,20,2,34,25,9,50,41,9,2,2,0,2,2,0,0,0,0,1,1,0,2,1,1,1,1,0,1.25,1.33,1,2.75,3.33,1,1.5,2,0,1.25,1.33,1,1,1.33,0,0.5,0.67,0,0.5,0.67,0,4,2,2,2,1,0,3,2,2,2,1,0,1,0,0,0,0,0,0,2,2,2,3,4,0,1,1,1,2,3,0,1,1,1,1,1,100,50,50,50,25,0,100,67,67,67,33,0,100,0,0,0,0,0,0,50,50,50,75,100,0,33,33,33,67,100,0,100,100,100,100,100,2,2,0,2,2,0,0,0,0,50,50,0,67,67,0,0,0,0,50,67,0,14,50,67,0,0,0,0,50,33,100,50,67,0,3,2,1,75,67,100,3,2,1,75,67,100,0,0,0,0,0,0,25,33,0,50,33,100,25,33,0,7.00,7.33,6.00,1.25,1.67,0.00,100,100,75,75,25,25,0,0,1.62,1.80,1.07,0.72,0.75,0.63,75,0,0,0,1,1,1,1,2,0,0,0,0,1,2,0,1,0,1,0,0,0,50,33,100,0
Argentina National Team,Argentina,2026,Argentina,2,2,0,0,2,2,0,0,0,0,0,0,0,3,3,0,0,0,0,28,7,1,6,8,8,0,7,0,1,0,6,0,26,26,0,180,180,0,1,1,0,1,1,0,0,0,0,2,2,0,10,10,0,1,1,0,70,70,0,16,16,0,9,9,0,7,7,0,25,25,0,4,4,0,0,0,0,4,4,0,2,2,0,0,0,0,0,0,0,3,3,0,4,4,0,3.5,3.5,0,0.5,0.5,0,2,2,0,2,2,0,0,0,0,2,2,2,1,1,0,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,2,0,0,0,0,0,0,100,100,100,50,50,0,100,100,100,50,50,0,0,0,0,0,0,0,0,0,0,50,50,100,0,0,0,50,50,100,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,100,100,0,100,100,0,0,0,0,100,100,0,0,50,50,0,50,50,0,0,0,0,100,100,0,2,2,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,5.00,5.00,0.00,0.5,0.5,0.00,50,50,50,50,0,0,0,0,0.72,1.22,0.00,0.30,0.80,0.00,50,1,1,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cameroon National Team,Cameroon,2026,Cameroon,2,1,1,0,1,1,0,0,0,0,1,0,1,1.5,3,0,0,0,0,95,2,1,1,3,2,1,2,0,0,1,2,-1,90,45,0,180,0,90,1,1,0,0,0,0,1,0,1,1,1,0,9,5,4,4,4,0,54,58,50,24,17,7,7,6,1,17,11,6,33,14,19,2,2,0,0,0,0,2,2,0,1,1,0,1,0,1,0,0,0,2,3,1,1.5,2,1,1,2,0,0.5,0,1,1,2,0,1,2,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,2,2,2,2,0,0,1,1,1,1,0,1,1,1,1,1,100,50,0,0,0,0,100,100,0,0,0,0,100,0,0,0,0,0,0,50,100,100,100,100,0,0,100,100,100,100,0,100,100,100,100,100,1,1,0,1,1,0,0,0,0,50,50,0,100,100,0,0,0,0,50,100,0,100,50,100,0,0,0,0,50,0,100,50,100,0,2,1,1,100,100,100,1,0,1,50,0,100,0,0,0,0,0,0,50,100,0,50,0,100,0,0,0,4.50,5.00,4.00,2,4,0.00,100,50,50,50,0,0,0,0,1.14,1.55,0.73,0.72,0.50,0.94,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50,0,100,0
Chile National Team,Chile,2026,Chile,2,1,1,0,1,1,0,0,0,0,1,0,1,1.5,3,0,0,0,0,68,5,6,-1,11,6,5,4,1,2,4,2,-3,36,23,90,30,45,23,0,0,0,2,1,1,0,0,0,1,1,0,3,1,2,1,0,1,45,52,38,14,9,5,9,5,4,5,4,1,23,15,8,1,1,0,4,2,2,-3,-1,-2,0,0,0,0,0,0,2,1,1,0,0,0,5.5,6,5,2.5,4,1,3,2,4,2.5,3,2,0.5,1,0,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,100,100,100,100,100,50,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,100,2,2,1,1,1,1,1,1,0,100,100,50,100,100,100,100,100,0,50,100,0,47,0,0,0,100,100,100,0,0,0,50,100,0,0,0,0,0,0,0,1,0,1,50,0,100,1,1,0,50,100,0,0,0,0,0,0,0,100,100,100,1.50,1.00,2.00,0.5,0,1.00,50,50,50,0,0,0,0,0,1.00,1.24,0.76,1.28,1.05,1.50,150,0,1,0,0,0,1,1,1,1,0,0,1,2,1,1,0,1,0,0,0,0,50,0,100,0
Haiti National Team,Haiti,2026,Haiti,3,3,0,0,1,1,0,1,1,0,1,1,0,1.33,1.33,0,0,0,0,53,5,2,3,7,7,0,5,0,2,0,3,0,54,54,0,134,134,0,1,1,0,1,1,0,1,1,0,1,1,0,13,13,0,6,6,0,56,56,0,32,32,0,12,12,0,20,20,0,25,25,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1.33,1.33,0,2.33,2.33,0,1.67,1.67,0,0.67,0.67,0,0.67,0.67,0,0.33,0.33,0,0.33,0.33,0,3,2,1,1,0,0,3,2,1,1,0,0,0,0,0,0,0,0,0,1,2,2,3,3,0,1,2,2,3,3,0,0,0,0,0,0,100,67,33,33,0,0,100,67,33,33,0,0,0,0,0,0,0,0,0,33,67,67,100,100,0,33,67,67,100,100,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,67,0,0,67,0,0,0,0,0,33,33,0,0,33,33,0,33,33,0,33,33,0,33,33,0,2,2,0,67,67,0,2,2,0,67,67,0,0,0,0,0,0,0,33,33,0,33,33,0,33,33,0,4.33,4.33,0.00,2,2,0.00,67,67,67,67,33,33,33,0,0.98,1.31,0.00,0.68,1.02,0.00,33,0,1,0,0,0,1,1,0,2,1,0,0,0,0,0,1,0,0,33,33,0,33,33,0,0
Curaçao National Team,Curaçao,2026,Curaçao,3,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,138,2,11,-9,13,0,13,0,2,0,11,0,-9,134,0,134,25,0,25,0,0,0,2,0,2,1,0,1,1,0,1,8,0,8,4,0,4,50,0,50,23,0,23,8,0,8,15,0,15,30,0,30,1,0,1,2,0,2,-1,0,-1,0,0,0,1,0,1,1,0,1,0.5,0,0.5,4.33,0,4.33,0.67,0,0.67,3.67,0,3.67,1.5,0,1.5,0.5,0,0.5,1,0,1,3,3,2,2,2,1,0,0,0,0,0,0,3,3,2,2,2,1,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,1,1,2,100,100,67,67,67,33,0,0,0,0,0,0,100,100,67,67,67,33,0,0,33,33,33,67,0,0,0,0,0,0,0,0,33,33,33,67,2,1,0,0,0,0,2,1,0,100,50,0,0,0,0,100,50,0,0,0,0,0,0,0,0,67,0,67,33,0,33,33,0,33,0,0,0,0,0,0,1,0,1,50,0,50,1,0,1,50,0,50,0,0,0,50,0,50,50,0,50,2.67,0.00,2.67,1.33,0,1.33,67,33,33,33,0,0,0,0,0.55,0.00,0.89,1.35,0.00,1.69,233,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,2,2,2,0,0,0,100,0,100,0
Tunisia National Team,Tunisia,2026,Tunisia,3,0,3,0,1,0,1,1,0,1,1,0,1,1.33,0,1.33,0,0,0,50,1,1,0,2,0,2,0,1,0,1,0,0,273,0,273,273,0,273,2,0,2,0,0,0,2,0,2,1,0,1,8,0,8,5,0,5,39,0,39,25,0,25,7,0,7,18,0,18,26,0,26,1,0,1,0,0,0,1,0,1,1,0,1,2,0,2,0,0,0,1.67,0,1.67,0.67,0,0.67,0.33,0,0.33,0.33,0,0.33,0.33,0,0.33,0.33,0,0.33,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,3,3,3,3,3,0,0,0,0,0,0,1,3,3,3,3,3,67,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,33,100,100,100,100,100,0,0,0,0,0,0,33,100,100,100,100,100,1,0,0,0,0,0,1,0,0,33,0,0,0,0,0,33,0,0,33,0,33,0,67,0,67,0,0,0,67,0,67,33,0,33,3,0,3,100,0,100,2,0,2,67,0,67,0,0,0,0,0,0,33,0,33,67,0,67,0,0,0,2.67,0.00,2.67,1.67,0,1.67,67,67,67,67,0,0,0,0,0.69,0.00,1.03,1.14,0.00,1.47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,33,0,33,33,0,33,0
New Zealand National Team,New Zealand,2026,New Zealand,3,2,1,0,1,1,0,0,0,0,2,1,1,1,1.5,0,0,0,0,91,4,7,-3,11,7,4,4,0,3,4,1,-4,68,45,0,39,60,23,0,0,0,1,1,0,2,1,1,1,1,0,17,9,8,1,0,1,54,56,49,35,23,12,12,9,3,23,14,9,31,20,11,2,2,0,2,1,1,0,1,-1,1,1,0,0,0,0,2,1,1,1,1.5,0,3.67,3.5,4,1.33,2,0,2.33,1.5,4,1.33,1.5,1,0.67,1,0,0.67,0.5,1,3,3,2,2,1,0,2,2,1,1,1,0,1,1,1,1,0,0,0,0,1,1,2,3,0,0,1,1,1,2,0,0,0,0,1,1,100,100,67,67,33,0,100,100,50,50,50,0,100,100,100,100,0,0,0,0,33,33,67,100,0,0,50,50,50,100,0,0,0,0,100,100,3,1,0,2,1,0,1,0,0,100,33,0,100,50,0,100,0,0,33,50,0,43,0,0,0,33,50,0,67,50,100,33,50,0,1,1,0,33,50,0,2,1,1,67,50,100,0,0,0,0,0,0,33,50,0,0,0,0,67,50,100,5.67,4.50,8.00,0.33,0,1.00,100,100,100,33,33,33,33,0,1.31,1.29,1.36,1.16,0.94,1.61,33,0,0,0,2,0,1,0,1,0,0,1,1,0,0,1,1,0,3,0,0,0,67,50,100,0
Cape Verde Islands National Team,Cape Verde Islands,2026,Cape Verde,3,2,1,0,1,1,0,1,1,0,1,0,1,1.33,2,0,0,0,0,39,6,5,1,11,5,6,4,2,1,4,3,-2,45,45,45,54,180,23,1,1,0,2,1,1,0,0,0,1,1,0,14,11,3,7,5,2,52,54,48,34,25,9,11,8,3,23,17,6,32,23,9,3,1,2,2,1,1,1,0,1,2,1,1,0,0,0,1,1,0,2,1.5,3,3.67,2.5,6,2,2,2,1.67,0.5,4,1.67,1,3,1,0.5,2,0.67,0.5,1,3,3,2,1,1,1,2,2,1,0,0,0,1,1,1,1,1,1,0,0,1,2,2,2,0,0,1,2,2,2,0,0,0,0,0,0,100,100,67,33,33,33,100,100,50,0,0,0,100,100,100,100,100,100,0,0,33,67,67,67,0,0,50,100,100,100,0,0,0,0,0,0,3,1,1,2,0,0,1,1,1,100,33,33,100,0,0,100,100,100,33,50,0,35,33,50,0,67,50,100,0,0,0,33,50,0,1,1,0,33,50,0,1,1,0,33,50,0,1,0,1,33,0,100,67,50,100,0,0,0,33,50,0,4.67,5.50,3.00,2.33,2.5,2.00,67,67,33,33,33,33,33,33,1.21,1.29,1.05,1.25,1.25,1.24,133,0,1,1,0,1,1,2,0,0,0,1,0,0,1,1,1,1,0,33,50,0,33,0,100,0
Greece National Team,Greece,2026,Greece,3,1,2,0,0,0,0,2,0,2,1,1,0,0.67,0,1,0,0,0,97,2,3,-1,5,1,4,0,2,1,2,-1,0,134,0,90,90,90,90,1,0,1,1,0,1,2,1,1,1,0,1,18,6,12,5,1,4,52,58,49,33,12,21,10,3,7,23,9,14,35,9,26,1,0,1,0,0,0,1,0,1,1,0,1,2,1,1,0,0,0,1.67,1,2,1.67,1,2,0.67,0,1,1,1,1,0.33,0,0.5,0.33,0,0.5,0,0,0,2,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,2,2,2,3,3,0,1,1,1,1,1,1,1,1,1,2,2,67,33,33,33,0,0,100,0,0,0,0,0,50,50,50,50,0,0,33,67,67,67,100,100,0,100,100,100,100,100,50,50,50,50,100,100,1,0,0,0,0,0,1,0,0,33,0,0,0,0,0,50,0,0,0,0,0,0,33,0,50,33,0,50,67,100,50,33,0,50,3,1,2,100,100,100,2,1,1,67,100,50,0,0,0,0,0,0,33,0,50,67,100,50,0,0,0,6.00,6.00,6.00,1.67,1,2.00,67,67,67,33,33,0,0,0,1.30,1.44,1.22,1.24,1.01,1.35,33,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,67,0,100,33,100,0,0
Armenia National Team,Armenia,2026,Armenia,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,153,1,2,-1,3,3,0,1,0,2,0,-1,0,90,90,0,45,45,0,0,0,0,1,1,0,0,0,0,0,0,0,11,11,0,3,3,0,50,50,0,13,13,0,4,4,0,9,9,0,9,9,0,0,0,0,1,1,0,-1,-1,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,0,1,1,0,2,2,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,11.00,11.00,0.00,3,3,0.00,100,100,100,100,100,100,100,100,0.81,1.81,0.00,0.23,1.23,0.00,100,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,100,100,0,100
Hungary National Team,Hungary,2026,Hungary,2,2,0,0,1,1,0,1,1,0,0,0,0,2,2,0,0,0,0,55,1,0,1,1,1,0,1,0,0,0,1,0,180,180,0,0,0,0,2,2,0,0,0,0,1,1,0,1,1,0,12,12,0,2,2,0,50,50,0,28,28,0,9,9,0,19,19,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0.5,0.5,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,1,2,2,2,2,2,0,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,50,100,100,100,100,100,50,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,100,100,0,0,0,0,50,50,0,50,50,0,2,2,0,100,100,0,2,2,0,100,100,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,6.00,6.00,0.00,1,1,0.00,100,100,100,100,50,0,0,0,0.99,1.49,0.00,0.39,0.89,0.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0
Kazakhstan National Team,Kazakhstan,2026,Kazakhstan,1,1,0,0,1,1,0,0,0,0,0,0,0,3,3,0,0,0,0,78,2,0,2,2,2,0,2,0,0,0,2,0,45,45,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,8,8,0,0,0,0,50,50,0,13,13,0,5,5,0,8,8,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,3,3,0,2,2,0,2,2,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,100,100,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,0,100,100,100,100,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,100,0,0,100,0,0,0,0,0,100,100,0,0,100,100,0,0,0,0,0,0,0,100,100,0,1,1,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,8.00,8.00,0.00,0,0,0.00,100,100,100,100,100,0,0,0,0.56,1.56,0.00,0.27,1.27,0.00,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comoros National Team,Comoros,2026,Comoros,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,5,0,5,0,0,0,49,0,49,9,0,9,6,0,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,100,0,100,0,0,0,1,0,1,100,0,100,1,0,1,100,0,100,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,5.00,0.00,5.00,0,0,0.00,100,100,100,0,0,0,0,0,0.30,0.00,1.30,0.67,0.00,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0
Andorra National Team,Andorra,2026,Andorra,4,2,2,0,1,1,0,1,0,1,2,1,1,1,1.5,0.5,0,0,0,46,2,3,-1,5,3,2,2,0,1,2,1,-2,180,90,0,120,180,90,2,1,1,0,0,0,3,1,2,1,1,0,17,8,9,10,6,4,50,50,50,35,14,21,8,3,5,27,11,16,41,24,17,0,0,0,2,1,1,-2,-1,-1,0,0,0,2,1,1,2,1,1,0.5,0.5,0.5,1.25,1.5,1,0.5,1,0,0.75,0.5,1,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,3,2,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,1,2,4,4,4,4,0,1,2,2,2,2,1,1,2,2,2,2,75,50,0,0,0,0,100,50,0,0,0,0,50,50,0,0,0,0,25,50,100,100,100,100,0,50,100,100,100,100,50,50,100,100,100,100,2,0,0,1,0,0,1,0,0,50,0,0,50,0,0,50,0,0,25,50,0,67,50,50,50,0,0,0,75,50,100,25,50,0,2,1,1,50,50,50,4,2,2,100,100,100,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,4.25,4.00,4.50,2.5,3,2.00,75,75,50,50,25,25,25,0,1.06,0.85,1.27,1.11,0.68,1.55,25,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,1,0,25,0,50,50,50,50,0
Republic of Ireland National Team,Republic of Ireland,2026,Republic of Ireland,3,3,0,0,2,2,0,1,1,0,0,0,0,2.33,2.33,0,0,0,0,11,6,0,6,6,6,0,6,0,0,0,6,0,45,45,0,0,0,0,3,3,0,0,0,0,1,1,0,2,2,0,27,27,0,2,2,0,55,55,0,63,63,0,20,20,0,43,43,0,25,25,0,1,1,0,0,0,0,1,1,0,1,1,0,2,2,0,0,0,0,1.67,1.67,0,2,2,0,2,2,0,0,0,0,0.33,0.33,0,0.33,0.33,0,0,0,0,2,1,1,1,1,0,2,1,1,1,1,0,0,0,0,0,0,0,1,2,2,2,2,3,1,2,2,2,2,3,0,0,0,0,0,0,67,33,33,33,33,0,67,33,33,33,33,0,0,0,0,0,0,0,33,67,67,67,67,100,33,67,67,67,67,100,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,33,0,0,33,0,0,0,0,0,67,67,0,0,100,100,0,0,0,0,33,33,0,67,67,0,3,3,0,100,100,0,2,2,0,67,67,0,0,0,0,0,0,0,33,33,0,67,67,0,0,0,0,9.00,9.00,0.00,0.67,0.67,0.00,100,100,100,67,33,33,33,0,1.88,2.22,0.00,0.17,0.50,0.00,100,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,33,33,0,0,0,0,0
